prediction,filename,ground_truth
"se motivo, o cinema precisa diminuir os --prgos-- custos --do-- por sesão, visto que essa",0248-040-03-03.txt,"se motivo, o cinema precisa diminuir os --preços-- custos --xxx-- por sessão, visto que essa"
"redução será compensada pelo maior número de telespectadores. Ademais, segundo",0248-040-03-04.txt,"redução será compensada pelo maior número de telespectadores. Ademais, segundo"
"Aristóteles, os seres humanos só conseguem deprender aquilo que vivenciam de",0248-040-03-05.txt,"Aristóteles, os seres humanos só conseguem depreender aquilo que vivenciam de"
"forma concreta. Assim, reduzir a capitalização por espetáculo excibido é essencia",0248-040-03-06.txt,"forma concreta Assim, reduzir a capitalização por espetáculo exibido é essencial,"
para que a democratização --desse espetáculo- se efetive.,0248-040-03-07.txt,para que a democratização --desse espetáculo-- se efetive.
Em suma pracesso ao cinema por todos os brasileiros precisa ser concretizado. Pr-,0248-040-04-01.txt,"Em suma, ##o## acesso ao cinema por todos os brasileiros precisa ser concretizado. Pri-"
"meiamente, o Governo Federal deve construir novas salas de reprodução de filmes",0248-040-04-02.txt,"meiramente, o Governo Federal deve construir novas salas de reprodução de filmes"
"go interior dos estados, por intermédio de parceria com os centros de cultura, para que",0248-040-04-03.txt,"no interior dos estados, por intermédio de parceria com os centros de cultura, para que"
"##s## --xx-- ariazem bem evoluidos e, com isso, a população de renda mais baixa não --x-",0248-040-04-04.txt,"##os## --xxx-- locais sejam bem escolhidos e, com isso, a população de renda mais baixa não --xxx--"
"precise de grandes deslocamentos para assistir a um filme. Além disso, os próprios cine-",0248-040-04-05.txt,"precise de grandes deslocamentos para assistir a um filme. Além disso, os próprios cine-"
"mas devem reduzir os custos ##po## --a- da esão, por meio de promoções, que atravam um",0248-040-04-06.txt,"mas devem reduzir os custos ##de## --por-- cada sessão, por meio de promoções, que atraiam um"
"maior número de pessoas, --por-- com o intuito de que a diminuição dos preços seja compon-",0248-040-04-07.txt,"maior número de pessoas, --xxx-- com o intuito de que a diminuição dos preços seja compen-"
"sada e, assim --xxx-- a acessibilidade será democratizada ##ose# --eria-- nodo Brasil.",0248-040-04-08.txt,"sada e, assim, --xxx-- a acessibilidade será democratizada ##em## --a todos os-- todo o Brasil."
"A MS é uma doença sexualmente transmissive, causada pelo não I. leando a piêmia",0522-022-01-01.txt,"A AIDS é uma doença sexualmente transmissível, causada pelo vírus HIV. Quando a epidemia"
começas muitos mareram em decorrênca dela e essa doença persita ao os dias atuais. No Brasil ge-,0522-022-01-02.txt,começou muitas morreram em decorrêcia dela e essa doença persiste até os dias atuais. No Brasil --ope--
nom 20i aprocionadamente 20% das escolas públicas não tem prejetos sobre educação sexual a esse tema,0522-022-01-03.txt,--rar 80%)-- aproximadamente 80% das escolas públicas não têm projetos sobre educação sexual e esse tema
também é pouco discutido no ambiente famíliar por medo dos pais de que seus filhes comeuem a não se-,0522-022-01-04.txt,também é pouco discutido no ambiente familiar por medo dos pais de que seus filhos comecem a vida se-
"reual precoramente. Embora esse tomar para ser compreendido, a falta de educação sexual faz com que o",0522-022-01-05.txt,"xual precocemente. Embora esse temor possa ser comprendido, a falta de educação sexual faz com que o"
"número de caso de 1IS aumento no país, com entre os formes, uma vez que há desinformação por por-",0522-022-01-06.txt,"número de casos de AlDS aumente no país, --(um)-- entre os jovens, uma vez que há desinformação por par-"
de dltos quanto ao uso de presoncadio e uma falor ideia de que a doença não é são gran-,0522-022-01-07.txt,te deles quanto ao uso de preservativo e uma falsa ideia de que a doença não é tão grave.
Muitas pessoas não sabem a real proposito do uso de presenativo. A funão de pessivar a granez,0522-022-02-01.txt,Muitos jovens não sabem o real propósito do uso de preservativos. A função de previnir a gravidez
"é a maio ressaltado em filmes e propagados, enquanto a de presmir ao Nátis é colocada em seger",0522-022-02-02.txt,"é a mais ressaltada em filmes e propagandas, enquanto a de prevenir as DST's é colocado em segun-"
"do plano. Desse modo, sem a educação sexual as forma aptam somente pelo uso de cntrconsequrencaia",0522-022-02-03.txt,"do plano. Desse modo, sem a educação sexual os jovens optam somente pelo uso de anticoncepcionais"
"e atita e o poceio soxual concordem com isso, o que os desxam expostos ao cantagio. Exemplo tam",0522-022-02-04.txt,"e (se) ela e o parceiro sexual concordam com isso, o que os deixam expostas ao contágio. Exemplo --(disso)--"
desse equínico quando às cansuinhas foi o comsundario de alguns adolementos na campanha publiciara,0522-022-02-05.txt,desse equívoco quanto às camisinhas foi o comentário de alguns adolescentes na campanha publicitaria
de coumanal em que a cortora Pabeto Miles incontivar o uso de presercativo. Algunas poremas consite-,0522-022-02-06.txt,de carnaval em que a cantora Pablo Vittar incentivam o uso de preservativos. Alguns jovens comenta-
ram fontando uma suposta ignorana da propaganda por fato ser homem e no s relacionar,0522-022-02-07.txt,ram zombando uma suposta ignorância da propaganda por Pablo ser homem e só se relacionar
"ensualmente com homeno, de modo que supostamente não deveria esar conscente já que no",0522-022-02-08.txt,"sexualmente com homens, de modo que supostamente não deveria usar camisinha já que não"
"impravatores. Assim, fica evidente o quando a falta de educação sexual aumenta os casos de AIDS.",0522-022-02-09.txt,"engravidaria. Assim, fica evidente o quanto a falta de educação sexual aumenta os casos de AIDS."
Outro ponto a se ressaltado e que muitos priomersão escaram com sociedade a trança causa-,0522-022-03-01.txt,Outro ponto a ser ressaltado é que muitos jovens não encaram com seriedade a doença como
da pelo sécio XIX. Esa idea provém da existência dos caquetis antivebarna. Oo sessem para,0522-022-03-02.txt,da pelo vírus HIV. Essa ideia provém da existência dos coqueteis antirretrovirais. Eles servem para
"tradas o doente, possibilitando uma vida mais longa e com neno soflrimento, mas não é uma",0522-022-03-03.txt,"tratar o doente, possibilitando uma vida mais longa e com menos sofrimento, mas não é uma"
"cura e é encarado erancamente por algumas pessoas como o favo. Sendo assim, há uma procu-",0522-022-03-04.txt,"cura e é encarado erroneamente por algumas pessoas como se fosse. Sendo assim, há uma preocu-"
"pação fequena por parte dos seos educados -sxualmente- quanto o contagor com o nãio, joz que pen-",0522-022-03-05.txt,"pação pequena por parte dos não educados sexualmente quanto o contagio com o vírus, já que pen-"
com que caso sejam acometido por ele podudo se cusar facilmente issa faz com que o número,0522-022-03-06.txt,sam que caso sejam acometidos por de poderão se curar facilmente e isso faz com que o número
de quem tem 10o aumento.,0522-022-03-07.txt,de quem tem AIDS aumente.
"Pode-se conclir, portanto, que a falta de educação sexual dos jovens brasileiro faz com que",0522-022-04-01.txt,"Pode-se concluir, portanto, que a falta de educação social dos jovens brasileiros faz com que"
das sejam cada vez mais abergadas pela AIDS. Isso porque falta a esse forma o entendimento so-,0522-022-04-02.txt,eles sejam cada vez mais atingidos pela AIDS. Isso porquê falta a esses jovens o entendimento so-
"tr a importância do uso de precenceitios, e sobre a gravidade dessa doença sental. Como consequen-",0522-022-04-03.txt,bre a importância do uso de preservativos e sobre o gravidade dessa doença viral. Como conseguên-
cia o número de casos de AI0 carre e essa contenuará aconhecendo enquanto a educação o-,0522-022-04-04.txt,cia o número de casos de AIDS cresce e isso continuará acontecendo enquanto a educação se-
rual permanecer não sendo uma realidade no Brasil.,0522-022-04-05.txt,xual permanecer não sendo uma realidade no Brasil.
"""O mais escandaloro dos escândolos, é que nos habituamos a eles"". Essa grave, da filó-",0558-005-01-01.txt,"""O mais escandaloso dos escândalos, é que nos habituamos a eles"". Essa frase, da filó-"
"seja prameisa Simane Brausir, pode explicar a relação da sociedade brasileira com os es-",0558-005-01-02.txt,"sofa francesa Simone Beauvoir, pode explicar a relação da sociedade brasileira com os es-"
"tigmas associados às doenças mentais, uma vez que as pessoas tratam com indiferença",0558-005-01-03.txt,"tigmas associados às doenças mentais, uma vez que as pessoas tratam com indiferença"
"estrantiza aqueles portadores de tais doenças, atitudes essas tão hobituais que, impeliz-",0558-005-01-04.txt,"e estranheza aqueles portadores de tais doenças, atitudes essas tão habituais que, infeliz-"
"mente, não são vistas, como realmente são, um escândolo inaceitável. Nesse sentido, baseado",0558-005-01-05.txt,"mente, não são vistas como realmente são, um escândalo inaceitável. Nesse sentido, baseado"
"na invibilização e na falta de empatia, surge um problema complexo que precisa ser revertid-",0558-005-01-06.txt,"na inviabilização e na falta de empatia, surge um problema complexo que precisa ser revertido."
"Em primeiro plano, é importante ressaltar que a não salidação das doenças mentais",0558-005-02-01.txt,"Em primeiro plano, é importante ressaltar que a não validação das doenças mentais"
"é uma causa latente do problema. No filme ""Coringa"" da Sé, o personagem principal fa-",0558-005-02-02.txt,"é uma causa latente do problema. no filme ""Coringa"" da DC, o personagem principal, Ar-"
"hur Pober, escoruve em sua cadenita que a maior dificuldade de possuir uma doença",0558-005-02-03.txt,"thur Flecker, escreve em sua caderneta que a maior dificuldade de possuir uma doença"
"mental, é que esperam que ele se comporte como se não a tiresse. Fora da ficção, é possí-",0558-005-02-04.txt,"mental, é que esperam que ele se comporte como se não a tivesse. Fora da ficção, é possí-"
"vel perceber que essa realidade se repete na sociedade brasileira, visto que as pessoas pre-",0558-005-02-05.txt,"vel perceber que essa realidade se repete na sociedade brasileira, visto que as pessoas pre-"
"perem pirgir que doenças mentais não existem e esperar ""estabilidade mental de to-",0558-005-02-06.txt,"ferem fingir que doenças mentais não existem e esperar ""estabilidade mental"" de to-"
"dos, de que afirmar a existência dessas.",0558-005-02-07.txt,"dos, de que afirmar a existência dessas."
"De maneira análoga, a falta de empatia consigura como agravamento do proble-",0558-005-03-01.txt,"De maneira análoga, a falta de empatia configura como agravamento do proble-"
"mar ndreu Miniporal, personagem da tilogia"" ""A porta gome de Mora Hotaria, é um es-",0558-005-03-02.txt,"ma. Andrew Minyard, personagem da trilogia ""All for the game"" de Nora Sakavic, é um es-"
"tudante com vários traumos advindos de sua ingência em lares coletivos, porém seus co-",0558-005-03-03.txt,"tudante com vários traumas advindos de sua infância em lares adotivos, porém seus co-"
"legas não entendem que isso apetar sua porma de agir e sentir, e que suas atitudes são justifi-",0558-005-03-04.txt,"legas não entendem que isso afeta sua forma de agir e sentir, e que suas atitudes são justifi-"
"cadas por -sus- seus problemas psicológicos, então ao invés de tratá-lo com respeito e",0558-005-03-05.txt,"cadas por --suas-- seus problemas psicológicos, então ao invés de tratá-lo com respeito e"
"inclusão, são ignorantes e o excluem. Sob esse viés, no que tange aos estigmas associ-",0558-005-03-06.txt,"inclusão, são ignorantes e o excluem. Sob esse viés, no que tange aos estigmas associ-"
"ados às doenças mentais na sociedade brasileira, nota-se que as pessoas agem como",0558-005-03-07.txt,"ados às doenças mentais na sociedade brasileira, nota-se que as pessoas agem como"
"os colegas de Andrese, opotando por não lidarem com portadores de doenças psicoló-",0558-005-03-08.txt,"os colegas de Andrew, optando por não lidarem com portadores de doenças psicoló-"
"gicas, por vezes os rotulando e excluindo, quando deveriam --xxx-- entender e apoiar.",0558-005-03-09.txt,"gicas, por vezes os rotulando e excluindo, quando deveriam --end-- entender e apoiar."
"Portanto, uma intervenção faz-se necessária. Para isso, cabe ao Ministério da Educação",0558-005-04-01.txt,"Portanto, uma intervenção faz-se necessária. Para isso, cabe ao ministério da Educação"
"EAS criar campanhas informativas, por meio de eventos em escolas e ou anline, a",0558-005-04-02.txt,"(MEC) criar campanhas informativas, por meio de eventos em escolas e/ou online, a"
fim de informar a população sobre doenças mentais e problematizar os estigmas à,0558-005-04-03.txt,fim de informar a população sobre doenças mentais e problematizar os estigmas à
"essas associadas, além disso, tais eventos terão a finalidade de mostrar os danes",0558-005-04-04.txt,"essas associadas, além disso, tais eventos terão a finalidade de mostrar os danos"
"causados pela invisibilização e promover a empatia. Dessa forma, taluz escanda-",0558-005-04-05.txt,"causados pela invisibilização e promover a empatia. Dessa forma, talvez escânda-"
lor deixarão de ser holituais de pessoas como Andiul passardo a serem com-,0558-005-04-06.txt,"los deixarão de ser habituais, e pessoas como Andrew passarão a serem com-"
preendidas.,0558-005-04-07.txt,preendidas.
"--xxx-- A Escola de Dporte é um medidar que lista os graves de intolerância, como a",0562-009-01-01.txt,"--xxx-- A Escala de Allport é um medidor que lista os graus de intolerância, como a"
"anti-locação, a exguisa e a discriminação. Essas práticas são uma forma de",0562-009-01-02.txt,"anti-locução, a esquiva e a discriminação. Essas práticas são uma forma de"
exclusão das pessoas e são motivadas por preconceitos já existentes. Nesse,0562-009-01-03.txt,exclusão das pessoas e são motivadas por preconceitos já existentes. Nesse
"sentido, é possível observar a intolerância presente na sociedade brasileira, no modo",0562-009-01-04.txt,"sentido, é possível observar a intolerância presente na sociedade brasileira, no modo"
"como as pessoas com doenças mentais são aetamente estigmatizadas. Portanto,",0562-009-01-05.txt,"como as pessoas com doenças mentais são altamente estigmatizadas. Portanto,"
esses transtornos são deslegitimados devido à falta de informação e à criação,0562-009-01-06.txt,esses transtornos são deslegitimados devido à falta de informação e à criação
de um ideal de vida.,0562-009-01-07.txt,de um ideal de vida.
"Nota-se, em primeiro lugar, que o estigma criado em relação às doenças",0562-009-02-01.txt,"Nota-se, em primeiro lugar, que o estigma criado em relação às doenças"
psicológicas se dá em razão do desconhecimento da população acerca desse,0562-009-02-02.txt,psicológicas se dá em razão do desconhecimento da população acerca desse
"assunto. Nise da Sileira, psiquiatra brasileira, desenvolver estudos que de-",0562-009-02-03.txt,"assunto. Nise da Silveira, psiquiatra brasileira, desenvolveu estudos que de-"
"fendem métodos de tratamento ##eses# eriados, com música, pitura e doença. A",0562-009-02-04.txt,"fendem métodos de tratamento ##mental## humanizados --xxx-- com música, pintura e dança. A"
"médica criticava o sistema de manicômios, que tiva a dignidade dos pacientes,",0562-009-02-05.txt,"médica criticava o sistema de manicômios, que tira a dignidade dos pacientes,"
"por meio da violência, o que corrobora com a visão desrespeitosa que eles enfreni-",0562-009-02-06.txt,"por meio da violência, o que corrobora com a visão desrespeitosa que eles enfren-"
"tam no dia a dia. Essa realidade ainda é pouco discutida entre os brasileiros, já que",0562-009-02-07.txt,"tam no dia-a-dia. Essa realidade ainda é pouco discutida entre os brasileiros, já que"
"as doenças mentais são ##eaiaea## --eseie-- infieis dinento das físicas, por serem",0562-009-02-08.txt,"as doenças mentais são ##consideradas## --vistas como-- inferiores diante --xxx-- das físicas, por serem"
"menos visíveis. Assim, os questionamentos trazidos por Nise são essenciais porapooa e",0562-009-02-09.txt,"menos visíveis. Assim, os questionamentos trazidos por Nise são essenciais para ##o fim do## preconceito"
"Ademais, outro fator que agrava o problema é a tentativa de criação de sem --xxx--",0562-009-03-01.txt,"Ademais, outro fator que agrava o problema é a tentativa de criação de um --xxx--"
"modelo de vida perfeita. Com a globalização e a difusão das mídias sociais, os",0562-009-03-02.txt,"modelo de vida perfeita. Com a globalização e a difusão das mídias sociais, os"
"padrões ganham mair força na sociedade. Dentro das redes, as pessoas conse-",0562-009-03-03.txt,"padrões ganham mais força na sociedade. Dentro das redes, as pessoas conse-"
"quem fultrar os desafios da vida, ##a## --po- ta apesas as conquistas e a ""perfei-",0562-009-03-04.txt,"guem filtrar os desafios da vida, ##logo## --xxx-- postam apenas as conquistas e a ""perfei-"
"ção"". Desse modo, tudo que faze disso é visto como entranto, inclusive quem",0562-009-03-05.txt,"ção"". Desse modo, tudo que foge disso é visto como estranho, inclusive quem"
"sofre de transtornos mentais. Essa ##minia## --esia-- é intiar as pessoas, perpetuando",0562-009-03-06.txt,"sofre de transtornos mentais. Essa ##percepção## --visão-- ajuda a inferiorizar as pessoas, perpetuando"
uma visão preconceituosa acerca da saúde mental no Brasil.,0562-009-03-07.txt,uma visão preconceituosa acerca da saúde mental no Brasil
"Torna-se necessário, portanto, que haja uma mudança na forma como os que",0562-009-04-01.txt,"Torna-se necessário, portanto, que haja uma mudança na forma como os que"
"possuem doenças mentais são tratados no país. Assim, o governo, que é responsável",0562-009-04-02.txt,"possuem doenças mentais são tratados no país. Assim, o governo, que é responsável"
"pelo bem-estar da população, desecriar campanhas de divulgação com informações",0562-009-04-03.txt,"pelo bem-estar da população, deve criar campanhas de divulgação com informações"
"sobre saúde mental, por meio das mídias sociais. Isso visará a diminuir o pre-",0562-009-04-04.txt,"sobre saúde mental, por meio das mídias sociais. Isso visará a diminuir o pre-"
"conceito --com relação -e e-. Outrossim, a mídia deve romper com os padrõenque",0562-009-04-05.txt,"conceito --com relação à e--. Outrossim, a mídia deve romper com os padrões que"
"a mesma cria e, então, --xxxx-- será possível exitatir que a intolerância pre-",0562-009-04-06.txt,"a mesma cria e, então, --quem sab-- será possível evitar que a intolerância pre-"
sente na Escola de Delporte --xxx-- represente a sociedade brasileira.,0562-009-04-07.txt,sente na Escala de Allport --não-- represente a sociedade brasileira.
"Em meados do século XX, o escritor austriauo ""Sefos Eurigmudou-se para o Brasil, devido à",0589-036-01-01.txt,"Em meados do século XX, o escritor austríaco Stefan Zweig mudou-se para o Brasil, devido à"
"pereguição nazista na Buropa. Tem suebido e encontado com o potencial da nova casa, Euriz excurceu um",0589-036-01-02.txt,"perseguição nazista na Europa. Bem recibido e encantado com o potencial da nova casa, Zweig escreveu um"
"tiro cujo tétulo tornou-se um cema alé hoge repetido. ""Brasil, pais do futura"". Entretanto, ao observar, aum",0589-036-01-03.txt,"livro cujo tornou-se um lema até hoje repetido: ""Brasil, país do futuro"". Entretanto, ao observar, ain-"
"da em 2019, o estigma associado às doenças mentais na sociedade brasileira, percebe-se que o ideal de",0589-036-01-04.txt,"da em 2021, o estigma associado às doenças mentais na sociedade brasileira, percebe-se que o ideal de"
"progresso do autor não passou de um obhar superficial. Nesse sentido, fatores políticos culturais contri-",0589-036-01-05.txt,"progresso do autor não passou de um olhar superficial. Nesse sentido, fatores políticos e culturais contri-"
buem para a manutenção dessa problemática no território nacional.,0589-036-01-06.txt,buem para a manutenção dessa problemática no território nacional.
"A princípio, a omissão do poder público contribui para o estigma ligado as doenças men-",0589-036-02-01.txt,"A princípio, a omissão do poder público contribui para o estigma ligado às doenças men-"
"tais no Brasil. Segundo Maquiavet, o objetivo do ##desa##--ea-- oaão à aintirzção do poder. Tal",0589-036-02-02.txt,"tais no Brasil. Segundo Maquiavel, o objetivo dos ##chefes## --xxx-- da nação é a manutenção do poder. Real-"
"mente, apesar de ser um dever do Estado, previsto pela Constituição Federal de 1988, garanti o aces-",0589-036-02-03.txt,"mente, apesar de ser um dever do Estado, previsto pela Constituição Federal de 1988, garantir o aces-"
"so à saúde parcatadas, pouco éfeito no sentido de cumprá-lo. Isso corre porque incestura capaci-",0589-036-02-04.txt,"so à saúde para todos, pouco é feito no sentido de cumpri-lo. Isso ocorre porque @@???@@ na capaci-"
tação de profissionais e na democratização do atendimento psiquiátrico. Esse tempo para trazer recul,0589-036-02-05.txt,tação de profissionais e na desvalorização do atendimento psiquiátrico leva tempo para trazer resul-
"tados e, por isso, não ocasiona claros benefícios elutorais para os governos. Como consequência, mais de",0589-036-02-06.txt,"tados e, por isso, não ocasiona claros benefícios eleitorais para o governos. Como consequência, mais de"
onge milhões de brasileiros possuem transtornos depressivos e sofrem com a falta de infraestrutura para,0589-036-02-07.txt,onze milhões de brasileiros possuem transtornos depressivos e sofrem com a falta de infraestrutura para
"o tratamento na rede pública de saúde. Logo, a máxima do filósofo se relaciona a realidade nacional na",0589-036-02-08.txt,"o tratamento na rede pública de saúde. Logo, a máxima do filósofo se relaciona à realidade nacional na"
"medida em que todo é feito para fortalecer o poder, mesmo que isso só contra os intesses populares.",0589-036-02-09.txt,"medida em que tudo é feito para fortalecer o poder, mesmo que isso vá contra os interesses populares."
"Além do descaso estatal, a própria população possui sua parcela de responsabilidade. De fato, a socieda-",0589-036-03-01.txt,"Além do descaso estatal, a própria população possui sua parcela de responsabilidade. De fato, a socieda-"
de brasileira reforça preconceitos e estereótipos ligados às doenças mentais. Tal contexto se relaciona,0589-036-03-02.txt,de brasileira reforça preconceitos e estereótipos ligados às doenças mentais. Tal contexto se relaciona
"ao conceito de lanalidade do mal, trazido por Hanah Aundt quando uma atitude apressiva corre",0589-036-03-03.txt,"ao conceito de banalidade do mal, trazido por Hannah Arendt: quando uma atitude opressiva ocorre"
"constantemente, as pessoas deixam devê-la como errada. Assim, a reprodução de discursos que se",0589-036-03-04.txt,"constantemente, as pessoas deixam de vê-la como errada. Assim, a reprodução de discursos que re-"
"lauonam a ansiedade, por exemplo, com idivíduos que que cem ""Chamas atenção ou associam os",0589-036-03-05.txt,"lacionam a ansiedade, por exemplo, com idivíduos que querem ""chamar atenção"" ou associam os"
"quadros depressivos a pessoas prequizosas, por ser recorrente, banaliza verios distúrbios psiquiátricos.",0589-036-03-06.txt,"quadros depressivos a pessoas preguiçosas, por ser recorrente, banaliza sérios distúrbios psiquiátricos."
"Então, existe uma lógica cultural que perpetua comportamentos nocivos à vida em comunidade e",0589-036-03-07.txt,"Então, existe uma lógica cultural que perpetua comportamentos nocivos à vida em comunidade e"
conforma a ter do socióloga alemo.,0589-036-03-08.txt,confirma a tese da socióloga alemã.
"Evidencia-se, portanto, que o estigma associado às doenças mentais é um desafio para a se-",0589-036-04-01.txt,"Evidencia-se, portanto, que o estigma associado às doenças mentais é um desafio para a so-"
"ciedade brasileira. Para superá-lo, além de investir na qualificação de profissionais e na democratização",0589-036-04-02.txt,"ciedade brasileira. Para superá-lo, além de investir na qualificação de profissionais e na democratização"
"do acesso a tratamentos psiquiátricos, o poder público curve, junto à Mídia, reverter a lógica cul-",0589-036-04-03.txt,"do acesso a tratamentos psiquiátricos, o poder público deve, junto à Mídia, reverter a lógica cul-"
tural que banaliza esse debate. Isso pode ser concretizado a partir do desenvolvimento de campa-,0589-036-04-04.txt,tural que banaliza esse debate. Isso pode ser concretizado a partir do desenvolvimento de campa-
